Location_id,LSOA_of_Accident_Location,Longitude,Latitude,Urban_or_Rural_Area,CityID
7760,E01002356,0.183931,51.573358,1,11
7761,E01002342,0.205332,51.520528,1,76
7762,E01002350,0.180669,51.571531,1,30
7763,E01002252,0.284999,51.571343,2,24
7764,E01002300,0.231772,51.598358,1,46
7765,E01002370,0.172239,51.518808,2,25
7766,E01002378,0.224552,51.586534,1,6
7767,E01002379,0.208704,51.581258,1,16
7768,E01002379,0.20856,51.581261,1,9
7769,E01002368,0.169797,51.525058,1,38
7770,E01002247,0.169101,51.574083,1,10
7771,E01003491,0.036643,51.532752,1,21
7772,E01003483,0.049753,51.519664,1,22
7773,E01003508,0.019218,51.516956,1,29
7774,E01003542,0.056654,51.525658,1,49
7775,E01003493,0.04654,51.531591,1,3
7776,E01003516,0.031677,51.515122,1,20
7777,E01003498,0.014098,51.525048,1,74
7778,E01003540,0.058324,51.521133,1,17
7779,E01003619,-0.000545,51.539597,1,38
7780,E01003531,0.05079,51.53952,1,54
7781,E01003567,0.036232,51.546159,1,39
7782,E01003540,0.058576,51.520319,1,73
7783,E01003541,0.049438,51.522277,1,13
7784,E01003617,0.000173,51.542822,1,3
7785,E01003569,0.033774,51.536309,1,17
7786,E01003586,0.040196,51.547709,1,61
7787,E01003568,0.03126,51.534914,1,34
7788,E01003591,0.045777,51.549949,1,15
7789,E01003505,0.007177,51.515185,1,44
7790,E01003625,0.067596,51.538056,1,83
7791,E01003483,0.052342,51.519529,1,22
7792,E01003580,0.063738,51.545228,1,60
7793,E01003615,0.005197,51.548852,1,6
7794,E01003499,0.021302,51.521687,1,26
7795,E01003613,-0.011,51.531322,1,6
7796,E01003544,0.015998,51.551724,1,72
7797,E01003525,0.054389,51.532982,1,53
7798,E01003576,0.056625,51.553807,1,33
7799,E01003578,0.053402,51.552694,1,71
7800,E01003556,0.02919,51.54673,1,52
7801,E01003605,0.034614,51.52928,1,73
7802,E01003622,0.065996,51.534577,1,11
7803,E01003601,0.030468,51.523597,1,51
7804,E01003517,0.032037,51.516735,1,2
7805,E01003535,0.073137,51.526717,2,46
7806,E01003507,0.019825,51.520903,1,18
7807,E01003535,0.072273,51.526732,2,1
7808,E01003513,0.045859,51.516405,1,23
7809,E01003592,0.02645,51.533738,1,46
7810,E01003594,0.019094,51.530448,1,47
7811,E01003497,0.007649,51.516076,1,60
7812,E01003553,0.015091,51.544276,1,57
7813,E01003558,0.026004,51.546426,1,19
7814,E01003613,-0.005644,51.535098,1,6
7815,E01003543,0.025034,51.550579,1,5
7816,E01003521,0.055986,51.533224,1,22
7817,E01003601,0.030464,51.523507,1,66
7818,E01003613,-0.00508,51.534818,1,28
7819,E01003538,0.057034,51.524483,1,57
7820,E01003675,0.043675,51.577055,1,47
7821,E01003525,0.054097,51.532897,1,82
7822,E01003562,0.036532,51.543186,1,28
7823,E01003507,0.022918,51.522378,1,40
7824,E01003524,0.044652,51.534501,1,74
7825,E01003502,0.012392,51.519052,1,37
7826,E01003525,0.054657,51.532528,1,46
7827,E01003512,0.028896,51.514181,1,71
7828,E01003504,0.012661,51.508796,2,56
7829,E01003617,-0.001471,51.541501,1,47
7830,E01003604,0.031617,51.517012,1,81
7831,E01003525,0.054389,51.532982,1,29
7832,E01003591,0.047403,51.55082,1,7
7833,E01003505,0.008337,51.515345,1,61
7834,E01003482,0.059779,51.518229,1,78
7835,E01003539,0.042844,51.523112,1,54
7836,E01003569,0.034658,51.536743,1,1
7837,E01003578,0.053838,51.552776,1,19
7838,E01003484,0.055519,51.519653,1,61
7839,E01003618,0.008723,51.543755,1,2
7840,E01003539,0.040696,51.523419,1,14
7841,E01003605,0.037679,51.530126,1,54
7842,E01003497,0.008971,51.51992,1,43
7843,E01003505,0.008337,51.515345,1,17
7844,E01003567,0.032377,51.547035,1,57
7845,E01003622,0.060984,51.532147,1,56
7846,E01003525,0.054385,51.532892,1,8
7847,E01003497,0.005729,51.515029,1,7
7848,E01003561,0.036617,51.545073,1,81
7849,E01003527,0.049412,51.528123,1,61
7850,E01001846,-0.025514,51.549103,2,65
7851,E01003535,0.072228,51.525744,2,29
7852,E01003500,0.004628,51.522782,1,62
7853,E01003493,0.044215,51.531182,1,36
7854,E01003482,0.074512,51.525254,2,74
7855,E01003528,0.05741,51.545609,1,10
7856,E01003497,0.006889,51.515189,1,62
7857,E01003592,0.027138,51.533007,1,65
7858,E01003557,0.018846,51.547628,1,29
7859,E01003529,0.050342,51.542406,1,29
7860,E01003542,0.05653,51.52611,1,66
7861,E01003579,0.053885,51.550617,1,49
7862,E01003531,0.050674,51.540152,1,47
7863,E01003576,0.058672,51.5544,1,26
7864,E01003606,0.032837,51.528232,1,28
7865,E01003492,0.037824,51.530124,1,14
7866,E01003569,0.035063,51.536107,1,84
7867,E01003591,0.050034,51.551584,1,30
7868,E01003619,0.00433,51.538974,1,32
7869,E01003521,0.053029,51.534805,1,73
7870,E01003551,0.019907,51.545542,1,73
7871,E01003617,0.004727,51.544723,1,31
7872,E01003497,0.007481,51.515539,1,27
7873,E01003482,0.066183,51.516408,1,30
7874,E01003600,0.023585,51.53091,1,46
7875,E01003486,0.054056,51.515991,1,13
7876,E01003574,0.022607,51.538121,1,43
7877,E01003558,0.026188,51.544084,1,44
7878,E01003562,0.036412,51.543727,1,5
7879,E01003505,0.009065,51.515512,1,60
7880,E01003625,0.067888,51.538141,1,58
7881,E01003570,0.030199,51.546713,1,79
7882,E01003617,0.000477,51.543177,1,73
7883,E01003578,0.055016,51.553295,1,48
7884,E01003523,0.058303,51.533453,1,84
7885,E01003517,0.023267,51.517246,1,33
7886,E01003569,0.032745,51.539115,1,28
7887,E01003617,0.003951,51.543477,1,74
7888,E01003602,0.029272,51.525866,1,19
7889,E01003503,0.012124,51.519506,1,68
7890,E01003499,0.022334,51.522208,1,56
7891,E01003617,-0.001743,51.541866,1,24
7892,E01003505,0.007465,51.51518,1,6
7893,E01003483,0.05479,51.519486,1,52
7894,E01003482,0.072521,51.522681,1,45
7895,E01003556,0.031072,51.546878,1,77
7896,E01003524,0.047709,51.53193,1,62
7897,E01003570,0.03078,51.546793,1,5
7898,E01003619,0.004751,51.538697,1,65
7899,E01003620,-0.003997,51.536508,1,10
7900,E01003588,0.048915,51.545938,1,82
7901,E01003556,0.031072,51.546878,1,36
7902,E01003523,0.054533,51.53298,1,16
7903,E01003525,0.054097,51.532897,1,36
7904,E01003594,0.023845,51.527038,1,35
7905,E01003586,0.041826,51.548669,1,60
7906,E01003493,0.041746,51.530775,1,74
7907,E01003601,0.032001,51.519164,1,43
7908,E01003491,0.036911,51.532298,1,37
7909,E01003503,0.010561,51.516745,1,74
7910,E01003535,0.073673,51.525808,2,39
7911,E01003635,0.013329,51.537022,1,5
7912,E01003617,0.00202,51.545489,1,14
7913,E01003531,0.047812,51.540651,1,12
7914,E01003540,0.058324,51.521133,1,26
7915,E01003524,0.046517,51.534289,1,78
7916,E01003613,-0.005937,51.535013,1,49
7917,E01003596,0.019089,51.536833,1,48
7918,E01003619,0.002696,51.541161,1,7
7919,E01003587,0.048591,51.548372,1,84
7920,E01003603,0.039315,51.524792,1,59
7921,E01003636,0.00915,51.537093,1,30
7922,E01003535,0.074113,51.52598,2,36
7923,E01003604,0.032341,51.517089,1,58
7924,E01003728,0.067276,51.55326,1,5
7925,E01003482,0.05886,51.520224,1,23
7926,E01003570,0.031448,51.545612,1,13
7927,E01003539,0.044565,51.522902,1,83
7928,E01003504,0.011805,51.50899,2,43
7929,E01003493,0.044211,51.531092,1,15
7930,E01003558,0.025824,51.545619,1,51
7931,E01003502,0.015709,51.519085,1,27
7932,E01003482,0.059907,51.517867,1,46
7933,E01003604,0.031761,51.517009,1,49
7934,E01003547,0.034463,51.555002,1,19
7935,E01003578,0.054867,51.553208,1,9
7936,E01003501,0.019681,51.520905,1,5
7937,E01003495,0.045878,51.526476,1,75
7938,E01003517,0.023839,51.517146,1,70
7939,E01003613,-0.008032,51.53325,1,34
7940,E01003507,0.019385,51.52073,1,24
7941,E01003544,0.024854,51.549773,1,74
7942,E01003491,0.036815,51.530141,1,65
7943,E01003491,0.035971,51.533843,1,44
7944,E01003618,0.010069,51.541574,1,54
7945,E01003614,-0.000259,51.54283,1,79
7946,E01003570,0.029042,51.546643,1,69
7947,E01003570,0.028318,51.546566,1,67
7948,E01003581,0.056128,51.552376,1,78
7949,E01003618,0.008575,51.543668,1,60
7950,E01003482,0.073591,51.524011,2,46
7951,E01003480,0.06777,51.510085,1,48
7952,E01003616,0.006379,51.546223,1,77
7953,E01003504,0.025965,51.509825,1,19
7954,E01003603,0.037747,51.525179,1,20
7955,E01003633,0.007968,51.533157,1,84
7956,E01003499,0.021957,51.523474,1,35
7957,E01003580,0.064807,51.549706,1,57
7958,E01003523,0.056938,51.531948,1,21
7959,E01003491,0.035843,51.534205,1,26
7960,E01003586,0.040988,51.546076,1,51
7961,E01003558,0.026044,51.544087,1,32
7962,E01003591,0.047799,51.550004,1,24
7963,E01003591,0.051055,51.551836,1,29
7964,E01003602,0.028379,51.525251,1,68
7965,E01003567,0.032405,51.544427,1,24
7966,E01003500,0.004632,51.522872,1,31
7967,E01003578,0.054719,51.553121,1,41
7968,E01003607,0.028579,51.526507,1,38
7969,E01003482,0.074179,51.52427,2,72
7970,E01003535,0.074545,51.525973,2,13
7971,E01003619,0.001671,51.540818,1,70
7972,E01003499,0.02391,51.525239,1,68
7973,E01003617,0.002362,51.543414,1,64
7974,E01003493,0.046872,51.529337,1,80
7975,E01003504,0.018673,51.507883,1,4
7976,E01003625,0.066405,51.540415,1,74
7977,E01003622,0.058884,51.533533,1,72
7978,E01003482,0.069693,51.5239,1,83
7979,E01003538,0.057433,51.523756,1,27
7980,E01003558,0.026068,51.544626,1,11
7981,E01003576,0.061126,51.554447,1,40
7982,E01003596,0.022695,51.536861,1,41
7983,E01003525,0.052071,51.532753,1,9
7984,E01003535,0.073533,51.525901,2,38
7985,E01003586,0.040076,51.54825,1,29
7986,E01003618,0.008963,51.542672,1,42
7987,E01003536,0.068821,51.523736,1,33
7988,E01003617,0.000761,51.543082,1,43
7989,E01003525,0.05352,51.532908,1,16
7990,E01003482,0.072497,51.522142,1,51
7991,E01003617,0.001633,51.543247,1,40
7992,E01003531,0.044857,51.539084,1,30
7993,E01003576,0.061888,51.555333,1,57
7994,E01003617,-0.00123,51.540418,1,3
7995,E01003502,0.012177,51.517437,1,47
7996,E01003636,0.006253,51.536783,1,9
7997,E01003566,0.033174,51.539017,1,70
7998,E01003576,0.061159,51.555166,1,11
7999,E01003591,0.045777,51.549949,1,13
8000,E01003619,0.003732,51.541772,1,70
8001,E01003482,0.075405,51.525868,2,62
8002,E01003587,0.042995,51.549009,1,60
8003,E01003493,0.046684,51.531588,1,6
8004,E01003558,0.025856,51.546338,1,46
8005,E01003619,0.002648,51.540082,1,34
8006,E01003497,0.003669,51.52064,1,69
8007,E01003491,0.035311,51.535203,1,69
8008,E01003505,0.008045,51.51526,1,7
8009,E01003618,0.004387,51.54356,1,26
8010,E01003523,0.054677,51.532977,1,66
8011,E01003567,0.032521,51.547032,1,58
8012,E01003529,0.050811,51.543207,1,68
8013,E01003491,0.037167,51.531574,1,66
8014,E01003584,0.039267,51.549523,1,7
8015,E01003542,0.056378,51.525933,1,10
8016,E01003622,0.060476,51.533685,1,80
8017,E01003499,0.021302,51.521687,1,32
8018,E01003591,0.051788,51.552093,1,23
8019,E01003622,0.064087,51.533801,1,22
8020,E01003498,0.016675,51.524644,1,18
8021,E01003607,0.028159,51.526784,1,83
8022,E01003617,0.004435,51.544638,1,76
8023,E01003622,0.058884,51.533533,1,8
8024,E01003507,0.021586,51.521592,1,49
8025,E01003614,-0.000304,51.545079,1,46
8026,E01003525,0.054657,51.532528,1,39
8027,E01003500,-0.000537,51.52332,1,82
8028,E01003480,0.064693,51.50897,1,35
8029,E01003541,0.048757,51.519951,1,32
8030,E01003586,0.037894,51.547838,1,69
8031,E01003491,0.035447,51.535021,1,34
8032,E01003516,0.033773,51.516885,1,70
8033,E01003728,0.06554,51.556348,1,21
8034,E01003505,0.011829,51.516094,1,47
8035,E01003517,0.025196,51.515234,1,51
8036,E01003569,0.032529,51.5375,1,76
8037,E01003631,0.00584,51.530675,1,3
8038,E01003576,0.056333,51.553722,1,26
8039,E01003552,0.020163,51.544818,1,83
8040,E01003505,0.00955,51.513435,1,70
8041,E01003558,0.025716,51.546431,1,74
8042,E01004337,0.001588,51.552061,1,79
8043,E01003567,0.03281,51.547027,1,36
8044,E01003539,0.0407,51.523509,1,4
8045,E01003568,0.028687,51.535408,1,78
8046,E01003517,0.024808,51.51623,1,57
8047,E01003523,0.057579,51.533376,1,48
8048,E01003499,0.02391,51.525239,1,6
8049,E01003539,0.039571,51.524068,1,60
8050,E01003615,0.005197,51.548852,1,8
8051,E01003491,0.035443,51.534931,1,77
8052,E01003607,0.025094,51.529175,1,65
8053,E01003559,0.007781,51.5453,1,57
8054,E01003529,0.049934,51.542952,1,1
8055,E01003533,0.040819,51.539065,1,80
8056,E01003557,0.02469,51.549326,1,6
8057,E01003517,0.024948,51.516138,1,34
8058,E01003557,0.024834,51.549324,1,61
8059,E01003593,0.01883,51.530992,1,13
8060,E01003619,0.0024,51.540986,1,26
8061,E01003518,0.042026,51.514493,1,26
8062,E01003513,0.045715,51.516407,1,9
8063,E01003544,0.024702,51.549596,1,63
8064,E01003574,0.026373,51.538506,1,1
8065,E01003605,0.034614,51.52928,1,49
8066,E01003525,0.048285,51.53192,1,43
8067,E01003630,0.011193,51.53436,1,55
8068,E01003613,-0.004297,51.536244,1,5
8069,E01003551,0.019907,51.545542,1,9
8070,E01003525,0.049882,51.532162,1,38
8071,E01003573,0.032613,51.539387,1,11
8072,E01003578,0.053105,51.552519,1,14
8073,E01003587,0.048591,51.548372,1,76
8074,E01003570,0.028466,51.546653,1,18
8075,E01003616,0.006127,51.547037,1,31
8076,E01003496,0.004837,51.527545,1,22
8077,E01003504,0.012517,51.508798,2,76
8078,E01003619,0.002248,51.540808,1,29
8079,E01003572,0.026229,51.541746,1,67
8080,E01003499,0.021302,51.521687,1,26
8081,E01003554,0.015036,51.543018,1,70
8082,E01003596,0.022403,51.536776,1,57
8083,E01003510,0.01409,51.515066,1,27
8084,E01003531,0.05067,51.540062,1,82
8085,E01003525,0.051804,51.533207,1,67
8086,E01003502,0.014237,51.518391,1,21
8087,E01003633,0.010616,51.53437,1,17
8088,E01003573,0.032609,51.539297,1,41
8089,E01003482,0.074368,51.525256,2,65
8090,E01003562,0.036564,51.543905,1,35
8091,E01003555,0.034627,51.548974,1,64
8092,E01003570,0.031068,51.546788,1,25
8093,E01003610,0.068495,51.50063,2,24
8094,E01003544,0.024714,51.549865,1,74
8095,E01003618,0.009256,51.542757,1,30
8096,E01003567,0.032377,51.547035,1,27
8097,E01003587,0.048175,51.548739,1,8
8098,E01003628,0.058693,51.535695,1,58
8099,E01004332,0.005564,51.550644,1,64
8100,E01003525,0.051272,51.534206,1,39
8101,E01003620,-0.00179,51.540787,1,42
8102,E01003617,0.00309,51.543582,1,69
8103,E01003610,0.049175,51.503577,1,5
8104,E01003482,0.072229,51.522596,1,60
8105,E01003562,0.036564,51.543905,1,78
8106,E01003586,0.041533,51.548585,1,62
8107,E01003507,0.019973,51.52099,1,78
8108,E01003592,0.025369,51.532138,1,13
8109,E01003559,0.010713,51.543092,1,8
8110,E01003520,0.051198,51.538973,1,80
8111,E01003622,0.060625,51.533772,1,12
8112,E01003622,0.063942,51.533804,1,84
8113,E01003525,0.052936,51.532738,1,11
8114,E01003615,0.003866,51.551392,1,26
8115,E01003570,0.030548,51.544818,1,73
8116,E01003633,0.008487,51.535126,1,77
8117,E01003620,-0.001658,51.540515,1,5
8118,E01003613,-0.010848,51.531499,1,62
8119,E01003565,0.041935,51.538236,1,17
8120,E01003556,0.024931,51.548243,1,16
8121,E01003524,0.046785,51.533835,1,7
8122,E01003587,0.048651,51.546482,1,27
8123,E01003503,0.008649,51.515879,1,68
8124,E01003560,0.041248,51.545442,1,36
8125,E01003574,0.028919,51.537383,1,64
8126,E01003619,0.003756,51.542312,1,58
8127,E01003491,0.033522,51.533885,1,8
8128,E01003521,0.056422,51.533306,1,11
8129,E01003613,-0.005496,51.535185,1,3
8130,E01003515,0.039917,51.509224,1,10
8131,E01003618,0.009111,51.542759,1,74
8132,E01003589,0.043173,51.54334,1,60
8133,E01003506,0.02458,51.511108,1,44
8134,E01003584,0.036849,51.550285,1,42
8135,E01003531,0.05067,51.540062,1,37
8136,E01003606,0.030012,51.526302,1,83
8137,E01003630,0.012462,51.533709,1,54
8138,E01003602,0.02898,51.525781,1,32
8139,E01003567,0.031208,51.546695,1,50
8140,E01003619,0.003884,51.54195,1,75
8141,E01003616,0.005074,51.546066,1,60
8142,E01003598,0.022019,51.534624,1,63
8143,E01003491,0.035583,51.534839,1,22
8144,E01003509,0.023431,51.517693,1,26
8145,E01003619,0.00433,51.538974,1,19
8146,E01003554,0.01145,51.540201,1,22
8147,E01003482,0.072641,51.522139,1,19
8148,E01003556,0.02572,51.546521,1,43
8149,E01003572,0.026233,51.541835,1,8
8150,E01003489,0.040053,51.534851,1,75
8151,E01003619,0.003588,51.541775,1,18
8152,E01003501,0.015996,51.522317,1,78
8153,E01003482,0.0735,51.525182,2,18
8154,E01003543,0.025022,51.55031,1,54
8155,E01003502,0.012181,51.517527,1,4
8156,E01003614,-0.001651,51.54726,1,24
8157,E01003527,0.052582,51.528068,1,81
8158,E01003613,-0.01176,51.530435,1,25
8159,E01003535,0.072195,51.525025,2,41
8160,E01003491,0.035443,51.534931,1,56
8161,E01003491,0.036371,51.533117,1,18
8162,E01003598,0.022524,51.532997,1,2
8163,E01003606,0.033722,51.528666,1,8
8164,E01003567,0.032665,51.54703,1,79
8165,E01003491,0.03758,51.531117,1,13
8166,E01003626,0.060686,51.541505,1,39
8167,E01003489,0.035719,51.534657,1,76
8168,E01003531,0.050946,51.539787,1,57
8169,E01003635,0.01232,51.537039,1,22
8170,E01003515,0.033093,51.511321,1,5
8171,E01003549,0.00696,51.546303,1,77
8172,E01003635,0.015775,51.53689,1,29
8173,E01003497,0.007446,51.521295,1,1
8174,E01003619,0.005621,51.5421,1,15
8175,E01003586,0.038042,51.547926,1,48
8176,E01003619,0.002107,51.540901,1,55
8177,E01003614,-0.002429,51.549252,1,84
8178,E01003562,0.036564,51.543905,1,45
8179,E01003536,0.069265,51.523998,1,66
8180,E01003537,0.052629,51.525909,1,63
8181,E01003595,0.0214,51.530408,1,63
8182,E01003613,-0.005485,51.535455,1,17
8183,E01003482,0.073303,51.524016,2,66
8184,E01003619,0.001667,51.540728,1,2
8185,E01003613,-0.007736,51.533425,1,54
8186,E01003523,0.054533,51.53298,1,67
8187,E01003573,0.032573,51.541726,1,46
8188,E01003517,0.031897,51.516827,1,22
8189,E01003516,0.034065,51.516969,1,56
8190,E01003635,0.012897,51.537029,1,14
8191,E01003497,0.004273,51.521259,1,15
8192,E01003589,0.049575,51.544577,1,5
8193,E01003620,-0.001895,51.541688,1,76
8194,E01003633,0.008627,51.535034,1,77
8195,E01003633,0.011185,51.534181,1,66
8196,E01003540,0.058576,51.520319,1,65
8197,E01003612,0.021922,51.503151,1,14
8198,E01003507,0.022894,51.521839,1,10
8199,E01003618,0.009111,51.542759,1,13
8200,E01003619,0.001967,51.540993,1,7
8201,E01003555,0.035716,51.547517,1,45
8202,E01003505,0.009645,51.515592,1,58
8203,E01003569,0.034118,51.537562,1,6
8204,E01003635,0.022455,51.537944,1,27
8205,E01003567,0.031649,51.546868,1,79
8206,E01003505,0.00859,51.514531,1,65
8207,E01003620,-0.001101,51.540056,1,19
8208,E01003618,0.004235,51.543382,1,36
8209,E01003508,0.018061,51.520124,1,41
8210,E01003635,0.016779,51.536783,1,31
8211,E01003630,0.013794,51.534496,1,3
8212,E01003574,0.028631,51.537387,1,48
8213,E01003560,0.04136,51.544721,1,45
8214,E01003517,0.032041,51.516825,1,73
8215,E01003480,0.069672,51.507533,1,53
8216,E01003582,0.064098,51.549988,1,52
8217,E01003572,0.026116,51.542467,1,12
8218,E01003576,0.05721,51.553976,1,63
8219,E01003508,0.018362,51.517151,1,31
8220,E01003586,0.042554,51.548837,1,75
8221,E01003506,0.018476,51.509955,1,29
8222,E01003503,0.008505,51.515881,1,65
8223,E01003505,0.009641,51.515502,1,29
8224,E01003567,0.034699,51.547354,1,44
8225,E01003591,0.046735,51.552001,1,69
8226,E01003482,0.059919,51.518137,1,62
8227,E01003576,0.060718,51.554994,1,72
8228,E01003515,0.035885,51.509294,1,73
8229,E01003567,0.03586,51.547514,1,33
8230,E01003520,0.051441,51.53798,1,8
8231,E01003507,0.02321,51.522463,1,55
8232,E01003604,0.032353,51.517359,1,44
8233,E01003531,0.05067,51.540062,1,32
8234,E01003553,0.012902,51.543684,1,70
8235,E01003571,0.032229,51.54371,1,22
8236,E01003547,0.033526,51.5534,1,75
8237,E01003493,0.039128,51.530281,1,37
8238,E01003517,0.032041,51.516825,1,44
8239,E01003630,0.012178,51.533804,1,63
8240,E01003625,0.062139,51.541749,1,60
8241,E01003601,0.031124,51.522146,1,65
8242,E01003516,0.034065,51.516969,1,41
8243,E01003493,0.041309,51.530693,1,67
8244,E01003505,0.011389,51.515922,1,28
8245,E01003607,0.027607,51.527333,1,2
8246,E01003572,0.026288,51.543093,1,2
8247,E01003493,0.040873,51.53061,1,28
8248,E01003482,0.059655,51.518681,1,23
8249,E01003502,0.014061,51.517674,1,1
8250,E01003505,0.008049,51.515349,1,69
8251,E01003604,0.03086,51.519453,1,64
8252,E01003606,0.030012,51.526302,1,9
8253,E01003617,0.000613,51.542995,1,72
8254,E01003578,0.0556,51.553465,1,47
8255,E01003517,0.031465,51.516835,1,51
8256,E01003591,0.051055,51.551836,1,17
8257,E01003570,0.031068,51.546788,1,68
8258,E01003486,0.056069,51.515866,1,39
8259,E01003513,0.045999,51.516312,1,49
8260,E01003553,0.014507,51.544106,1,77
8261,E01003620,-0.000969,51.539784,1,51
8262,E01003537,0.047839,51.525183,1,23
8263,E01003553,0.011965,51.545318,1,80
8264,E01003591,0.048276,51.550985,1,54
8265,E01003598,0.022528,51.533086,1,72
8266,E01003525,0.05268,51.533462,1,67
8267,E01003535,0.072055,51.525117,2,72
8268,E01003535,0.073141,51.526807,2,41
8269,E01003609,0.039536,51.503925,1,38
8270,E01003586,0.04022,51.548248,1,49
8271,E01003534,0.051917,51.545346,1,20
8272,E01003508,0.017325,51.519777,1,38
8273,E01003558,0.022233,51.545951,1,26
8274,E01003567,0.035856,51.547424,1,55
8275,E01003618,0.009252,51.542667,1,7
8276,E01003634,0.003864,51.534936,1,21
8277,E01003598,0.019938,51.533221,1,55
8278,E01003571,0.032477,51.542807,1,66
8279,E01003540,0.058576,51.520319,1,39
8280,E01003613,-0.005933,51.535103,1,30
8281,E01003521,0.055405,51.533144,1,38
8282,E01003491,0.035891,51.532046,1,74
8283,E01003591,0.050178,51.551581,1,58
8284,E01003502,0.012037,51.517529,1,28
8285,E01003513,0.045086,51.512012,1,45
8286,E01003503,0.008221,51.515976,1,58
8287,E01003488,0.041418,51.533119,1,30
8288,E01003630,0.014723,51.532681,1,8
8289,E01003482,0.072221,51.522417,1,1
8290,E01003595,0.023389,51.529744,1,59
8291,E01003543,0.031841,51.554418,1,39
8292,E01003618,0.005909,51.542095,1,37
8293,E01003486,0.060089,51.515526,1,20
8294,E01003493,0.040585,51.530615,1,26
8295,E01003482,0.058864,51.520314,1,10
8296,E01003601,0.03046,51.523417,1,56
8297,E01003728,0.066429,51.556872,1,10
8298,E01003521,0.055842,51.533227,1,64
8299,E01003602,0.026831,51.52285,1,23
8300,E01003515,0.039205,51.509416,1,39
8301,E01003607,0.028852,51.526143,1,17
8302,E01003505,0.008037,51.51508,1,4
8303,E01003540,0.060477,51.520915,1,20
8304,E01003486,0.055913,51.515599,1,54
8305,E01003613,-0.004897,51.535714,1,53
8306,E01003636,0.007354,51.535595,1,17
8307,E01003591,0.046867,51.551729,1,62
8308,E01003543,0.025195,51.550936,1,63
8309,E01003567,0.035568,51.547429,1,28
8310,E01003562,0.036564,51.543905,1,36
8311,E01003503,0.007933,51.515981,1,8
8312,E01003591,0.046362,51.550119,1,68
8313,E01003529,0.049819,51.543584,1,57
8314,E01003546,0.024402,51.552569,1,67
8315,E01003482,0.070918,51.50958,2,6
8316,E01003591,0.049009,51.551242,1,11
8317,E01003526,0.055201,51.531799,1,42
8318,E01003613,-0.006096,51.534656,1,22
8319,E01003576,0.061447,51.555161,1,17
8320,E01003623,0.062786,51.533734,1,44
8321,E01003614,0.000336,51.543269,1,50
8322,E01003618,0.005909,51.542095,1,30
8323,E01003602,0.029272,51.525866,1,36
8324,E01003614,-0.00404,51.545412,2,3
8325,E01003571,0.032353,51.543258,1,77
8326,E01003523,0.058888,51.533623,1,22
8327,E01003497,0.00783,51.520209,1,22
8328,E01003604,0.032049,51.517004,1,20
8329,E01003552,0.023202,51.541798,1,64
8330,E01003579,0.056114,51.548869,1,10
8331,E01003566,0.037828,51.536688,1,8
8332,E01003482,0.074356,51.524987,2,18
8333,E01003497,0.007637,51.515806,1,30
8334,E01003566,0.035831,51.537173,1,26
8335,E01003589,0.049175,51.545304,1,1
8336,E01003622,0.068428,51.537322,1,15
8337,E01003617,0.001341,51.543162,1,48
8338,E01003558,0.02586,51.546428,1,55
8339,E01003613,-0.004581,51.536339,1,80
8340,E01003486,0.058225,51.515739,1,47
8341,E01003497,-0.001196,51.521443,1,5
8342,E01003591,0.046218,51.550122,1,9
8343,E01003611,0.062987,51.499917,1,75
8344,E01003535,0.073537,51.525991,2,72
8345,E01003521,0.055986,51.533224,1,23
8346,E01003525,0.054389,51.532982,1,68
8347,E01003604,0.033061,51.517077,1,64
8348,E01003546,0.025242,51.552014,1,76
8349,E01003483,0.053902,51.518962,1,11
8350,E01003504,0.021524,51.513679,1,2
8351,E01003616,0.005219,51.546063,1,8
8352,E01003572,0.02522,51.541763,1,40
8353,E01003524,0.044799,51.531351,1,14
8354,E01003553,0.014071,51.544023,1,58
8355,E01003521,0.058108,51.535525,1,6
8356,E01003539,0.040416,51.523604,1,4
8357,E01003614,0.000177,51.542912,1,17
8358,E01003601,0.02956,51.525861,1,25
8359,E01003565,0.041659,51.53851,1,43
8360,E01003528,0.059094,51.544591,1,17
8361,E01003539,0.042925,51.524909,1,10
8362,E01003619,0.002259,51.541078,1,83
8363,E01003482,0.058864,51.520314,1,14
8364,E01003589,0.049691,51.543946,1,38
8365,E01003600,0.021408,51.530588,1,62
8366,E01003606,0.033722,51.528666,1,26
8367,E01003550,0.023993,51.553115,1,20
8368,E01003613,-0.009376,51.532193,1,84
8369,E01003578,0.053694,51.552779,1,78
8370,E01003557,0.024822,51.549054,1,81
8371,E01003527,0.056167,51.527645,1,19
8372,E01003493,0.038112,51.530119,1,66
8373,E01003506,0.02328,51.511041,1,45
8374,E01003525,0.054101,51.532987,1,16
8375,E01003587,0.048535,51.547114,1,75
8376,E01003569,0.033398,51.537575,1,32
8377,E01003545,0.014421,51.548694,1,74
8378,E01003482,0.056971,51.519897,1,58
8379,E01003520,0.051313,51.538342,1,5
8380,E01003547,0.027917,51.550529,1,24
8381,E01003591,0.04607,51.550034,1,80
8382,E01003630,0.01486,51.532499,1,35
8383,E01003482,0.072369,51.522504,1,81
8384,E01003613,-0.005652,51.534918,1,84
8385,E01003617,0.000173,51.542822,1,8
8386,E01003486,0.059953,51.515708,1,44
8387,E01003604,0.026671,51.519256,1,37
8388,E01003517,0.024848,51.513892,1,51
8389,E01003635,0.013761,51.537014,1,76
8390,E01003556,0.031072,51.546878,1,20
8391,E01003595,0.024061,51.528653,1,66
