Road_Id,Road_Name,Road_category,Road_Type
943,A1034,PR,Dual carriageway
944,A1033,TU,Slip road
945,A1105,PU,Slip road
946,A167,PR,Roundabout
947,A633,PR,Dual carriageway
948,A640,PU,Dual carriageway
949,A657,PU,Roundabout
950,A621,PU,Roundabout
951,A657,PU,One way street
952,A1238,PU,Dual carriageway
953,A1084,PR,Dual carriageway
954,A6186,PU,Dual carriageway
955,A66,TR,Slip road
956,A61,TR,Roundabout
957,A1176,PU,Slip road
958,A634,PU,Roundabout
959,A6055,PU,Dual carriageway
960,A6055,TR,Single carriageway
961,A64M,PM,One way street
962,A59,PR,One way street
963,A1034,PR,One way street
964,A1237,PR,Slip road
965,A19,PR,One way street
966,A174,PR,Roundabout
967,A6033,PR,Roundabout
968,A168,TR,Slip road
969,A61,TR,Slip road
970,A1243,PU,Slip road
971,A637,PR,Slip road
972,A19,PU,Slip road
973,A1136,PR,One way street
974,A616,PU,Dual carriageway
975,A6120,PR,Slip road
976,A646,PR,Roundabout
977,A174,PU,Dual carriageway
978,A1036,PR,Slip road
979,A1036,PR,One way street
980,A639,PU,Slip road
981,A6055,PR,One way street
982,A6055,TR,Dual carriageway
983,A62,PU,Slip road
984,A167,PR,Slip road
985,A638,PR,Slip road
986,A6026,PU,Slip road
987,A6182,PR,Roundabout
988,A57,PR,Slip road
989,A628,PR,One way street
990,A6108,PR,Slip road
991,A65,PU,Slip road
992,A649,PU,Slip road
993,A625,PU,Dual carriageway
994,A655,PR,Dual carriageway
995,A1173,PU,Roundabout
996,A167,PU,Slip road
997,A58M,PM,Slip road
998,A1031,PU,Roundabout
999,A6136,PR,Dual carriageway
1000,A1(M),TM,One way street
1001,A1031,PR,Roundabout
1002,A1033,PU,Slip road
1003,A616,PR,One way street
1004,A6021,PR,Roundabout
1005,A6021,PR,Dual carriageway
1006,A63,PU,One way street
1007,A66(M),TM,Single carriageway
1008,A6142,PU,Roundabout
1009,A646,PR,Dual carriageway
1010,A6022,PU,Roundabout
1011,A6035,PU,Roundabout
1012,A625,PU,Roundabout
1013,A1029,PR,One way street
1014,A628,TR,One way street
1015,A163,PR,Roundabout
1016,A6120,PR,One way street
1017,A638,PU,Slip road
1018,A6123,PU,Roundabout
1019,A6187,PR,Roundabout
1020,A625,PR,Roundabout
1021,M5,TM,Single carriageway
1022,M5,TM,Roundabout
1023,M6,TM,Single carriageway
1024,A5,PR,Single carriageway
1025,A5,TU,Single carriageway
1026,A5,TR,Single carriageway
1027,A34,PU,Single carriageway
1028,A34,TR,Single carriageway
1029,A34,PU,Dual carriageway
1030,A3400,PR,Single carriageway
1031,A38,TU,Single carriageway
1032,A38,PU,Single carriageway
1033,A4400,PU,Single carriageway
1034,A38,TR,Single carriageway
1035,A38,TR,Roundabout
1036,A41,TR,Single carriageway
1037,A41,PU,Single carriageway
1038,A41,PU,One way street
1039,A44,PU,Single carriageway
1040,A45,TR,Single carriageway
1041,A45,TR,One way street
1042,A4600,PU,Single carriageway
1043,A444,PU,Single carriageway
1044,A46,TR,One way street
1045,A49,TR,Single carriageway
1046,A5191,PU,Single carriageway
1047,A49,TU,Single carriageway
1048,A50,PU,Single carriageway
1049,A522,PR,Single carriageway
1050,A51,PR,Single carriageway
1051,A51,PU,Single carriageway
1052,A52,PU,Single carriageway
1053,A52,TR,Single carriageway
1054,A53,PR,Single carriageway
1055,A53,PU,Single carriageway
1056,A417,PR,Single carriageway
1057,A44,PR,Single carriageway
1058,A3400,PU,Single carriageway
1059,A4082,PU,Dual carriageway
1060,A425,PU,Single carriageway
1061,A426,PU,Single carriageway
1062,A428,PU,Single carriageway
1063,A429,PU,Single carriageway
1064,A429,PR,Single carriageway
1065,A435,PU,Single carriageway
1066,A435,TR,Single carriageway
1067,A438,PR,Single carriageway
1068,A438,PU,Single carriageway
1069,A441,PU,Single carriageway
1070,A442,PR,Single carriageway
1071,A445,PU,Single carriageway
1072,A446,TR,Single carriageway
1073,A449,TR,Single carriageway
1074,A4150,PU,Single carriageway
1075,A449,PR,Single carriageway
1076,A450,PR,Single carriageway
1077,A451,PU,Single carriageway
1078,A452,TR,Single carriageway
1079,A452,PU,Single carriageway
1080,A452,PR,Single carriageway
1081,A453,PU,Slip road
1082,A453,PR,Single carriageway
1083,A454,PU,Single carriageway
1084,A456,PU,Single carriageway
1085,A456,TR,Single carriageway
1086,A456,PR,Single carriageway
1087,A457,PU,Dual carriageway
1088,A458,PU,Single carriageway
1089,A460,PR,Single carriageway
1090,A461,PU,Dual carriageway
1091,A461,PU,Single carriageway
1092,A462,PR,Single carriageway
1093,A462,PU,Single carriageway
1094,A463,PU,Single carriageway
1095,A465,TU,Single carriageway
1096,A488,PU,Roundabout
1097,A489,PR,Single carriageway
1098,A491,PR,Single carriageway
1099,A513,PR,Single carriageway
1100,A515,PR,Dual carriageway
1101,A518,PU,Dual carriageway
1102,A519,PR,Single carriageway
1103,A520,PU,Single carriageway
1104,A521,PR,Single carriageway
1105,A525,PR,Single carriageway
1106,A527,PR,Dual carriageway
1107,A495,PR,Dual carriageway
1108,A529,PR,Single carriageway
1109,A4034,PU,Single carriageway
1110,A4038,PU,Single carriageway
1111,A4040,PU,Single carriageway
1112,A4041,PU,Single carriageway
1113,A4053,PU,Single carriageway
1114,A4091,PR,Single carriageway
1115,A4097,PR,Single carriageway
1116,A4101,PR,Single carriageway
1117,A4103,PR,Single carriageway
1118,A4104,PR,Single carriageway
1119,A4112,PR,Single carriageway
1120,A4113,PR,Single carriageway
1121,A4114,PU,Single carriageway
1122,A4123,TU,Single carriageway
1123,A4148,PU,Single carriageway
1124,A4538,PR,Single carriageway
1125,A4540,PU,Single carriageway
1126,A500,TR,Single carriageway
1127,A5013,PR,Dual carriageway
1128,A5127,PR,Single carriageway
1129,A4189,PU,Single carriageway
1130,A34,PR,Single carriageway
1131,A4037,PU,Single carriageway
1132,A4031,PU,Single carriageway
1133,A4182,PU,Single carriageway
1134,A518,PU,Single carriageway
1135,A523,TU,Single carriageway
1136,M54,TM,Single carriageway
1137,A38,PR,Single carriageway
1138,A442,PU,Single carriageway
1139,A491,PU,Single carriageway
1140,A500,TU,Single carriageway
1141,A451,PU,Roundabout
1142,A438,PR,Roundabout
1143,A449,PU,Single carriageway
1144,A459,PU,Single carriageway
1145,A454,PR,Single carriageway
1146,M42,TM,Single carriageway
1147,A483,TR,Single carriageway
1148,A38,PU,Dual carriageway
1149,A435,PR,Single carriageway
1150,A457,PU,Single carriageway
1151,A461,PR,Single carriageway
1152,A439,PR,Dual carriageway
1153,A464,PR,Single carriageway
1154,A4169,PR,Dual carriageway
1155,A46,TR,Single carriageway
1156,A5112,PU,Single carriageway
1157,M40,TM,Single carriageway
1158,M40,TM,Dual carriageway
1159,A422,PR,Single carriageway
1160,A4031,PU,Dual carriageway
1161,A49,TR,Dual carriageway
1162,A523,TR,Single carriageway
1163,A5,TR,Dual carriageway
1164,A34,TU,Single carriageway
1165,A34,PU,One way street
1166,A4141,PR,Single carriageway
1167,A45,TU,Dual carriageway
1168,A45,TR,Roundabout
1169,A47,PU,Single carriageway
1170,A511,PU,Dual carriageway
1171,A5010,PU,Single carriageway
1172,A52,PR,Single carriageway
1173,A423,TR,Single carriageway
1174,A425,PU,Dual carriageway
1175,A425,PR,Single carriageway
1176,A426,PR,Single carriageway
1177,A428,PR,Single carriageway
1178,A443,PR,Single carriageway
1179,A445,PR,Single carriageway
1180,A446,TU,Single carriageway
1181,A449,TU,Single carriageway
1182,A449,TU,Roundabout
1183,A449,TR,Roundabout
1184,A40,TR,Single carriageway
1185,A452,TU,Single carriageway
1186,A453,PU,Single carriageway
1187,A460,PU,Single carriageway
1188,A461,PR,Roundabout
1189,A459,PU,Dual carriageway
1190,A465,PU,Single carriageway
1191,A466,PR,Single carriageway
1192,A495,PR,Single carriageway
1193,A515,PR,Single carriageway
1194,A518,PR,Single carriageway
1195,A520,PR,Single carriageway
1196,A521,PU,Single carriageway
1197,A528,PR,Single carriageway
1198,A4025,PU,Single carriageway
1199,A4036,PU,One way street
1200,A4099,PU,Single carriageway
1201,A4111,PR,Roundabout
1202,A4126,PU,Single carriageway
1203,A4123,PU,Single carriageway
1204,A4124,PU,Single carriageway
1205,A4137,PR,Single carriageway
1206,A4168,PU,Single carriageway
1207,A4540,PU,Roundabout
1208,A5006,PU,Single carriageway
1209,A5127,PU,Single carriageway
1210,A5206,PU,Single carriageway
1211,A456,PU,Dual carriageway
1212,A4535,PU,Single carriageway
1213,M54,TM,One way street
1214,M50,TM,Single carriageway
1215,A4254,PU,Dual carriageway
1216,A4082,PU,Single carriageway
1217,A4440,PR,Single carriageway
1218,A5,PU,Single carriageway
1219,A521,PU,Dual carriageway
1220,A4133,PR,Single carriageway
1221,A519,PU,Single carriageway
1222,A5192,PU,Single carriageway
1223,A458,PR,Single carriageway
1224,A4023,PR,Single carriageway
1225,A4184,PU,Single carriageway
1226,A451,PR,Single carriageway
1227,A4177,PR,Single carriageway
1228,A422,PU,Single carriageway
1229,A452,PU,Dual carriageway
1230,A4169,PU,Single carriageway
1231,A4390,PU,Single carriageway
1232,A5112,PU,Dual carriageway
1233,A40,TR,Dual carriageway
1234,A41,PU,Roundabout
1235,A45,TU,Single carriageway
1236,A49,TR,Roundabout
1237,A441,PR,Single carriageway
1238,A442,PR,Roundabout
1239,A448,PR,Single carriageway
1240,A452,PU,Roundabout
1241,A456,TR,Roundabout
1242,A458,TR,Single carriageway
1243,A4148,PU,Roundabout
1244,A463,PR,Single carriageway
1245,A465,PR,Single carriageway
1246,A490,PR,Dual carriageway
1247,A513,PU,Single carriageway
1248,A519,PR,Dual carriageway
1249,A522,PR,One way street
1250,A4026,PU,Single carriageway
1251,A4036,PU,Single carriageway
1252,A4039,PU,Single carriageway
1253,A4091,PU,Single carriageway
1254,A4098,PU,Single carriageway
1255,A4103,PU,Single carriageway
1256,A4117,PR,Single carriageway
1257,A5035,PU,Single carriageway
1258,A522,PU,Single carriageway
1259,A51,PU,Dual carriageway
1260,A528,PU,Dual carriageway
1261,A4536,PR,Single carriageway
1262,A444,PU,Roundabout
1263,A4092,PU,Single carriageway
1264,A4031,PU,One way street
1265,A5223,PU,Single carriageway
1266,A34,TU,Roundabout
1267,A45,PU,Single carriageway
1268,M6,TM,Roundabout
1269,A456,TR,Dual carriageway
1270,M40,TM,Roundabout
1271,A4189,PR,Single carriageway
1272,A38,PM,Single carriageway
1273,A5223,PR,Single carriageway
1274,A34,TU,Dual carriageway
1275,A34,PU,Roundabout
1276,A4400,PU,Roundabout
1277,A41,PR,Single carriageway
1278,A4141,PU,Single carriageway
1279,A446,TU,Dual carriageway
1280,A448,PR,Dual carriageway
1281,A448,PU,Single carriageway
1282,A5127,PU,Roundabout
1283,A456,TU,Single carriageway
1284,A480,PR,Single carriageway
1285,A491,PR,Dual carriageway
1286,A520,PR,Roundabout
1287,A527,PR,Single carriageway
1288,A531,PR,Single carriageway
1289,A4100,PU,Single carriageway
1290,A4103,PR,Roundabout
1291,A4110,PU,Single carriageway
1292,A4111,PR,Single carriageway
1293,A5007,PU,Roundabout
1294,A5013,PR,Single carriageway
1295,A5064,PU,Single carriageway
1296,A5121,PU,Single carriageway
1297,A456,PR,Roundabout
1298,A4252,PU,Single carriageway
1299,A4030,PU,Single carriageway
1300,A53,PU,Dual carriageway
1301,A500,TU,Roundabout
1302,A527,PU,Single carriageway
1303,A38,TR,Dual carriageway
1304,A4102,PU,Single carriageway
1305,A511,PU,Single carriageway
1306,M42,TM,Dual carriageway
1307,M45,TM,Roundabout
1308,A5127,PU,One way street
1309,A38,PU,One way street
1310,A41,PU,Dual carriageway
1311,A45,TU,Roundabout
1312,A46,TR,Dual carriageway
1313,A50,TR,Single carriageway
1314,A51,PU,Roundabout
1315,A5008,PU,Single carriageway
1316,A53,PR,Roundabout
1317,A438,PU,Dual carriageway
1318,A4101,PU,Single carriageway
1319,A488,PR,Single carriageway
1320,A491,PU,Dual carriageway
1321,A518,PU,One way street
1322,A4033,PU,Single carriageway
1323,A4040,PU,Roundabout
1324,A4110,PR,Single carriageway
1325,A4126,PU,Roundabout
1326,A4169,PR,Single carriageway
1327,A5009,PU,Single carriageway
1328,A5013,PU,Single carriageway
1329,A4023,PU,Single carriageway
1330,A4029,PU,Single carriageway
1331,A38,TM,Single carriageway
1332,A525,PU,Single carriageway
1333,A5189,PU,Single carriageway
1334,A4254,PU,Single carriageway
1335,A461,PU,One way street
1336,A50,PU,Roundabout
1337,A4390,PR,Single carriageway
1338,A4182,PU,Roundabout
1339,M69,TM,Single carriageway
1340,A5007,PU,Single carriageway
1341,A523,PU,Single carriageway
1342,A5182,PR,Single carriageway
1343,A41,TR,Dual carriageway
1344,A5148,PR,Single carriageway
1345,A50,TR,Roundabout
1346,A444,PR,Single carriageway
1347,A429,PR,Roundabout
1348,A452,PR,Roundabout
1349,A480,PR,Roundabout
1350,A449,PU,Dual carriageway
1351,A4123,TU,Dual carriageway
1352,A451,PR,Dual carriageway
1353,A444,PU,Slip road
1354,A4150,PU,Dual carriageway
1355,A4601,PU,Single carriageway
1356,A465,TR,Unknown
1357,A52,PU,Roundabout
1358,A452,PR,Unknown
1359,A4100,PU,One way street
1360,A4133,PR,One way street
1361,A5,TR,Roundabout
1362,A4071,PR,Dual carriageway
1363,A5005,PR,Single carriageway
1364,A4097,PU,Dual carriageway
1365,A4113,PR,Roundabout
1366,A4172,PR,Single carriageway
1367,A500,TU,Dual carriageway
1368,A38,PU,Roundabout
1369,A4535,PU,Roundabout
1370,A449,TR,Dual carriageway
1371,A3400,PU,Roundabout
1372,A4440,PR,Dual carriageway
1373,A50,PU,Dual carriageway
1374,A5008,PU,Dual carriageway
1375,A4168,PU,Roundabout
1376,A4124,PU,Dual carriageway
1377,A5127,PU,Dual carriageway
1378,M6,TM,Dual carriageway
1379,M6,TM,Unknown
1380,A3400,PU,Dual carriageway
1381,A428,PU,Roundabout
1382,A529,PU,Single carriageway
1383,A5005,PU,Single carriageway
1384,A5007,PU,Dual carriageway
1385,M6,TM,One way street
1386,A525,PR,Dual carriageway
1387,A51,PR,Roundabout
1388,A5011,TU,Single carriageway
1389,A458,PU,Dual carriageway
1390,A4099,PU,Dual carriageway
1391,A4100,PU,Roundabout
1392,M50,TM,Dual carriageway
1393,M45,TM,Single carriageway
1394,M5,TM,Dual carriageway
1395,A462,PU,Dual carriageway
1396,A49,TR,Slip road
1397,A4117,PR,Dual carriageway
1398,A464,PR,Roundabout
1399,A4169,PU,Dual carriageway
1400,A442,PR,Dual carriageway
1401,A525,PR,Unknown
1402,A446,TR,Roundabout
1403,A518,PR,One way street
1404,A5,TU,Slip road
1405,A463,PU,One way street
1406,A4444,PU,Dual carriageway
1407,A4189,PU,Dual carriageway
1408,A422,PR,One way street
1409,A46,TR,Unknown
1410,A449,TR,One way street
1411,A38,PR,Roundabout
1412,A5124,PR,Single carriageway
1413,A462,PU,Roundabout
1414,A4031,PU,Roundabout
1415,A50,TU,Single carriageway
1416,A4053,PU,Dual carriageway
1417,A4071,PR,Single carriageway
1418,A4600,PR,Dual carriageway
1419,A4123,PU,Dual carriageway
1420,A5271,PU,Single carriageway
1421,A572,PU,Single carriageway
1422,A53,PU,Roundabout
1423,A442,PU,Dual carriageway
1424,A50,TU,Dual carriageway
1425,A50,PU,One way street
1426,A47,PU,Unknown
1427,A4112,PR,One way street
1428,A527,PU,Roundabout
1429,A527,PU,Dual carriageway
1430,A448,PU,Dual carriageway
1431,A5190,PU,Single carriageway
1432,A5190,PR,Single carriageway
1433,A5121,PR,Single carriageway
1434,A511,PR,Single carriageway
1435,A5121,PR,Roundabout
1436,A34,PR,Dual carriageway
1437,A460,PR,Dual carriageway
1438,A449,PR,Dual carriageway
1439,A458,PU,Roundabout
1440,A456,TU,Dual carriageway
1441,A5190,PU,Roundabout
1442,A4600,PR,Single carriageway
1443,A449,PR,Roundabout
1444,A49,TU,Dual carriageway
1445,A438,PU,Roundabout
1446,A465,TR,Single carriageway
1447,A4025,PR,Single carriageway
1448,A520,PU,Roundabout
1449,A53,PU,One way street
1450,A5206,PR,Single carriageway
1451,A5192,PR,Single carriageway
1452,A441,PU,Dual carriageway
1453,A4071,PU,Single carriageway
1454,A5112,PR,Roundabout
1455,A5064,PR,Single carriageway
1456,A488,PR,Dual carriageway
1457,A5112,PR,Single carriageway
1458,A34,TR,Roundabout
1459,A5005,PU,One way street
1460,A521,PR,Dual carriageway
1461,A5011,TR,Single carriageway
1462,A520,PR,Dual carriageway
1463,A3400,PR,Dual carriageway
1464,A453,PU,Dual carriageway
1465,A443,PU,Single carriageway
1466,A4390,PU,Dual carriageway
1467,A449,TU,Dual carriageway
1468,A451,PU,Slip road
1469,A4601,PU,Unknown
1470,A460,PR,Roundabout
1471,A46,TU,Single carriageway
1472,A50,TU,One way street
1473,A4196,PU,Single carriageway
1474,A4444,PU,Single carriageway
1475,A5007,PU,Unknown
1476,A518,PU,Roundabout
1477,A51,PU,One way street
1478,A4184,PR,Single carriageway
1479,A4189,PR,One way street
1480,A5,PR,Unknown
1481,A5,TR,One way street
1482,A38,PU,Unknown
1483,A49,TU,Roundabout
1484,A51,PR,Unknown
1485,A53,PR,One way street
1486,A417,PR,Unknown
1487,A44,PR,One way street
1488,A4082,PU,Roundabout
1489,A425,PU,One way street
1490,A4150,PU,One way street
1491,A451,PU,One way street
1492,A452,TR,One way street
1493,A453,PR,One way street
1494,A454,PU,One way street
1495,A456,TR,One way street
1496,A460,PR,One way street
1497,A462,PU,One way street
1498,A488,PU,Single carriageway
1499,A491,PR,One way street
1500,A4053,PU,One way street
1501,A4103,PR,One way street
1502,A4104,PR,One way street
1503,A4113,PR,One way street
1504,A4114,PU,Roundabout
1505,A4540,PU,One way street
1506,A34,PR,One way street
1507,A4040,PU,One way street
1508,A4400,PU,One way street
1509,A442,PU,Roundabout
1510,A491,PU,One way street
1511,A500,TU,One way street
1512,A454,PR,One way street
1513,A439,PR,Single carriageway
1514,A34,TR,Dual carriageway
1515,A4600,PU,Slip road
1516,A51,PR,One way street
1517,A422,PR,Dual carriageway
1518,A423,TR,One way street
1519,A429,PR,One way street
1520,A438,PR,One way street
1521,A443,PR,One way street
1522,A453,PU,One way street
1523,A456,PU,One way street
1524,A515,PR,Roundabout
1525,A519,PR,Roundabout
1526,A4036,PU,Roundabout
1527,A4538,PR,Roundabout
1528,A5127,PR,Roundabout
1529,A520,PU,Dual carriageway
1530,A4141,PR,Roundabout
1531,A4390,PU,Roundabout
1532,A41,TR,Roundabout
1533,A40,TR,One way street
1534,A44,PR,Roundabout
1535,A46,TR,Roundabout
1536,A49,TR,Unknown
1537,A52,PR,Dual carriageway
1538,A445,PU,Roundabout
1539,A449,PR,Unknown
1540,A452,PU,One way street
1541,A459,PU,Roundabout
1542,A461,PU,Roundabout
1543,A490,PR,Single carriageway
1544,A513,PU,Roundabout
1545,A528,PR,Roundabout
1546,A4103,PU,Dual carriageway
1547,A5127,PR,One way street
1548,A528,PU,Single carriageway
1549,A5223,PU,Roundabout
1550,A49,TR,One way street
1551,A438,PR,Dual carriageway
1552,A34,TU,One way street
1553,A41,PR,Roundabout
1554,A52,PR,Roundabout
1555,A442,PU,Unknown
1556,A458,PR,Roundabout
1557,A518,PR,Roundabout
1558,A525,PR,One way street
1559,A4038,PU,Roundabout
1560,A4039,PU,Roundabout
1561,A4103,PR,Dual carriageway
1562,A4110,PU,Dual carriageway
1563,A4177,PR,Dual carriageway
1564,A456,PU,Roundabout
1565,A5191,PU,Roundabout
1566,A5223,PR,Roundabout
1567,A425,PR,Roundabout
1568,A3400,PR,Roundabout
1569,A47,PU,Roundabout
1570,A51,PR,Slip road
1571,A454,PR,Roundabout
1572,A513,PR,Dual carriageway
1573,A4110,PR,Dual carriageway
1574,A5009,PU,Roundabout
1575,M42,TM,Roundabout
1576,A4123,PU,One way street
1577,A456,PR,Dual carriageway
1578,A50,TR,Dual carriageway
1579,A454,PU,Roundabout
1580,A5,PU,Dual carriageway
1581,M69,TM,Dual carriageway
1582,A45,PU,One way street
1583,A45,TR,Dual carriageway
1584,A459,PU,Slip road
1585,A453,PR,Dual carriageway
1586,A449,PU,Roundabout
1587,A4123,TU,Roundabout
1588,A500,TR,Roundabout
1589,A47,PU,Slip road
1590,A465,TR,Dual carriageway
1591,A38,PM,Roundabout
1592,A4097,PU,Single carriageway
1593,A4172,PR,Dual carriageway
1594,A4150,PU,Slip road
1595,A4025,PU,Dual carriageway
1596,A4023,PR,Roundabout
1597,A5,PR,Roundabout
1598,M69,TM,Roundabout
1599,A5008,PU,Roundabout
1600,A4124,PU,Unknown
1601,A423,TR,Dual carriageway
1602,A38,TM,Unknown
1603,A529,PR,Dual carriageway
1604,A51,PR,Dual carriageway
1605,A5,TU,Roundabout
1606,A426,PR,Dual carriageway
1607,A5,PR,Dual carriageway
1608,A463,PU,Roundabout
1609,A41,PR,Dual carriageway
1610,A527,PR,Slip road
1611,A34,TR,One way street
1612,A44,PR,Dual carriageway
1613,A4053,PU,Roundabout
1614,A4034,PU,Dual carriageway
1615,A4071,PR,Roundabout
1616,A4123,PU,Roundabout
1617,A5272,PU,Dual carriageway
1618,A5271,PU,Slip road
1619,A5272,PU,Single carriageway
1620,A4112,PR,Roundabout
1621,A522,PR,Roundabout
1622,A52,PU,Dual carriageway
1623,A38,PR,Dual carriageway
1624,A5190,PR,Roundabout
1625,A4101,PU,Roundabout
1626,A38,TU,Dual carriageway
1627,A522,PU,Dual carriageway
1628,A521,PU,One way street
1629,A429,PR,Dual carriageway
1630,A442,PR,Slip road
1631,A429,PU,Roundabout
1632,A523,TU,Roundabout
1633,A5206,PR,Roundabout
1634,A441,PU,One way street
1635,A4023,PU,Dual carriageway
1636,A428,PU,One way street
1637,A5064,PR,One way street
1638,A5112,PR,Dual carriageway
1639,A513,PU,One way street
1640,A5005,PU,Dual carriageway
1641,A521,PR,One way street
1642,A34,TU,Slip road
1643,A50,PU,Unknown
1644,A520,PR,One way street
1645,A3400,PR,One way street
1646,A513,PU,Unknown
1647,A443,PU,Dual carriageway
1648,A452,TU,One way street
1649,A4390,PU,One way street
1650,A44,PU,Dual carriageway
1651,A488,PR,Roundabout
1652,A52,PU,One way street
1653,A47,PU,Dual carriageway
1654,A5190,PR,One way street
1655,A46,TU,One way street
1656,A4440,PR,Roundabout
1657,A49,PR,Single carriageway
1658,A53,PR,Dual carriageway
1659,A435,TR,Dual carriageway
1660,A489,PR,Dual carriageway
1661,A495,PR,Roundabout
1662,A4040,PU,Dual carriageway
1663,A4540,PU,Dual carriageway
1664,A4037,PU,Dual carriageway
1665,M54,TM,Roundabout
1666,A461,PR,Dual carriageway
1667,A4169,PR,Roundabout
1668,A4141,PR,Dual carriageway
1669,A4600,PU,Roundabout
1670,A423,PR,Single carriageway
1671,A445,PR,Dual carriageway
1672,A446,TU,Roundabout
1673,A452,TU,Dual carriageway
1674,A462,PR,Dual carriageway
1675,A4538,PR,Dual carriageway
1676,A4535,PU,Dual carriageway
1677,A4133,PR,Dual carriageway
1678,A458,PR,Dual carriageway
1679,A52,PU,Unknown
1680,A5,TR,Unknown
1681,A448,PR,One way street
1682,A458,TR,Dual carriageway
1683,A460,PR,Slip road
1684,A4148,PU,Dual carriageway
1685,A444,PU,Dual carriageway
1686,A4189,PU,Roundabout
1687,A45,PU,Dual carriageway
1688,A457,PU,Roundabout
1689,A38,TR,One way street
1690,A4141,PU,Roundabout
1691,A44,PU,Roundabout
1692,A458,PU,Unknown
1693,A523,TR,Unknown
1694,A5013,PR,Unknown
1695,A4252,PU,Slip road
1696,A523,TU,Dual carriageway
1697,A4184,PU,Roundabout
1698,A49,PR,Dual carriageway
1699,A525,PR,Roundabout
1700,A49,PR,One way street
1701,A458,TR,Roundabout
1702,A429,PU,One way street
1703,A435,TR,Roundabout
1704,A449,PU,One way street
1705,A449,PR,Slip road
1706,A452,PR,Dual carriageway
1707,A4101,PU,One way street
1708,A519,PU,Roundabout
1709,A4124,PU,Roundabout
1710,A5189,PU,Roundabout
1711,A5192,PU,Dual carriageway
1712,A4182,PU,Dual carriageway
1713,A454,PU,Dual carriageway
1714,A491,PR,Slip road
1715,A5005,PR,One way street
1716,A4104,PR,Dual carriageway
1717,A40,TR,Roundabout
1718,A441,PR,One way street
1719,A4600,PU,Dual carriageway
1720,M42,TM,One way street
1721,A38,TM,Dual carriageway
1722,A4098,PU,Dual carriageway
1723,A4169,PU,Roundabout
1724,A518,PR,Dual carriageway
1725,A527,PR,One way street
1726,A483,TR,Dual carriageway
1727,A4100,PU,Dual carriageway
1728,A5008,PU,Unknown
1729,A50,TU,Roundabout
1730,A38,TU,Roundabout
1731,A521,PU,Roundabout
1732,A5011,TR,Roundabout
1733,A422,PU,Roundabout
1734,A422,PR,Roundabout
1735,A4091,PU,Roundabout
1736,A513,PU,Dual carriageway
1737,A443,PU,Roundabout
1738,A45,PU,Roundabout
1739,A423,PR,Dual carriageway
1740,A489,PR,Unknown
1741,A5190,PU,Dual carriageway
1742,A5190,PR,Dual carriageway
1743,A46,TU,Dual carriageway
1744,A527,PR,Roundabout
1745,A50,TU,Unknown
1746,A4196,PU,Roundabout
1747,A463,PU,Unknown
1748,A463,PU,Dual carriageway
1749,A518,PR,Unknown
1750,A5121,PU,Dual carriageway
1751,A4184,PR,Dual carriageway
1752,A4189,PR,Dual carriageway
1753,A5,TU,Dual carriageway
1754,A4400,PU,Dual carriageway
1755,A38,PU,Slip road
1756,A5191,PU,Dual carriageway
1757,A522,PR,Dual carriageway
1758,A417,PR,Slip road
1759,A426,PU,Dual carriageway
1760,A428,PU,Dual carriageway
1761,A429,PU,Dual carriageway
1762,A435,PU,Dual carriageway
1763,A441,PU,Slip road
1764,A445,PU,Dual carriageway
1765,A446,TR,Dual carriageway
1766,A449,TR,Slip road
1767,A450,PR,Dual carriageway
1768,A451,PU,Dual carriageway
1769,A452,PU,Slip road
1770,A461,PU,Slip road
1771,A465,TU,Dual carriageway
1772,A488,PU,Dual carriageway
1773,A4038,PU,Dual carriageway
1774,A4041,PU,Dual carriageway
1775,A4091,PR,Dual carriageway
1776,A4097,PR,Dual carriageway
1777,A4101,PR,Dual carriageway
1778,A4103,PR,Slip road
1779,A4112,PR,Dual carriageway
1780,A4113,PR,Dual carriageway
1781,A4114,PU,Dual carriageway
1782,A500,TR,Dual carriageway
1783,A5127,PR,Dual carriageway
1784,A4182,PU,Slip road
1785,A523,PU,Dual carriageway
1786,M54,TM,Dual carriageway
1787,A52,PU,Slip road
1788,A454,PR,Dual carriageway
1789,A435,PR,Dual carriageway
1790,A464,PR,Dual carriageway
1791,A523,PR,Dual carriageway
1792,A45,PR,Single carriageway
1793,A423,PR,Roundabout
1794,A425,PR,Dual carriageway
1795,A449,TU,Slip road
1796,A460,PU,Roundabout
1797,A528,PR,One way street
1798,A4025,PU,Slip road
1799,A41,PU,Slip road
1800,A422,PU,Dual carriageway
1801,M40,TM,One way street
1802,A451,PR,Roundabout
1803,A463,PR,Dual carriageway
1804,A4098,PU,Roundabout
1805,A452,PR,Slip road
1806,A5223,PR,Dual carriageway
1807,A428,PR,Dual carriageway
1808,A462,PR,Roundabout
1809,A523,PR,Single carriageway
1810,A491,PU,Roundabout
1811,A441,PU,Roundabout
1812,A4101,PU,Dual carriageway
1813,A480,PR,Dual carriageway
1814,A448,PU,Roundabout
1815,A4033,PU,Roundabout
1816,A4034,PU,Roundabout
1817,A4036,PU,Dual carriageway
1818,A4053,PU,Slip road
1819,A453,PU,Roundabout
1820,A4030,PU,Roundabout
1821,A444,PR,Dual carriageway
1822,A51,PU,Slip road
1823,A465,TR,Roundabout
1824,A4133,PR,Roundabout
1825,A529,PU,One way street
1826,A5011,PU,Single carriageway
1827,A45,TR,Slip road
